Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Supermarket Type1,Supermarket Type2,Supermarket Type3,Regular,Food,Non-Consumable,OUT013,OUT017,OUT018,OUT019,OUT027,OUT035,OUT045,OUT046,OUT049,Item_Outlet_Sales
16.75,0.045230944,187.9556,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4693.89
12.792854228644991,0.293417759,194.6136,1,1,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,583.2408
12.792854228644991,0.031382044,171.3764,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3091.9752
15.5,0.12639886,177.0028,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2479.4392
6.055,0.025403897999999998,160.99200000000002,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2716.4640000000004
12.792854228644991,0.039057677,155.963,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3285.723
6.305,0.123115764,95.6436,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,661.8052
20.85,0.039624006,117.2808,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1523.3504
20.75,0.040421193,122.17299999999999,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,369.519
8.895,0.10527411099999999,39.9138,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690.4346
19.6,0.033970195,55.1614,2,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1381.535
19.7,0.053212652,57.893,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,622.523
9.8,0.024378706,114.5492,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1274.3412
12.792854228644991,0.009714595,120.0414,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,487.3656
12.15,0.131383762,246.046,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1231.73
8.75,0.07461309,187.4556,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3755.112
12.792854228644991,0.028459761,149.9708,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4363.6532
8.75,0.07462720099999999,187.8556,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1314.2892
13.3,0.063695084,151.0708,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1805.6496
12.792854228644991,0.045797829000000005,178.5344,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2854.9504
8.31,0.11585722300000001,179.1028,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3896.2616
16.75,0.024832806000000002,38.7822,3,3,26,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,667.7974
19.75,0.034027909,212.0902,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3185.853
17.1,0.046769599999999995,141.1838,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2247.7408
10.5,0.11657670199999999,163.121,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1794.3310000000001
6.635,0.057850699000000005,121.3098,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2530.7058
12.792854228644991,0.278974075,225.372,1,1,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,679.1160000000001
14.15,0.035913805,41.4138,3,3,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,812.2760000000001
13.3,0.079806266,232.53,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,699.09
8.89,0.005505481,102.4016,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2732.4432
12.792854228644991,0.064625342,176.937,1,1,28,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,176.437
12.792854228644991,0.071636937,121.7098,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4097.3332
9.1,0.057850699000000005,173.2054,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3151.8972
7.5,0.032677677999999995,239.0906,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5942.265
16.85,0.160760054,192.4478,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4843.695
7.485,0.06911065,109.0228,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2542.0244
11.6,0.041177505,140.3154,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2552.6772
11.65,0.040081193,227.0694,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1141.847
13.0,0.035307322,47.5034,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,680.4476
12.65,0.063017847,159.0578,2,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2085.9514
20.25,0.171938781,92.512,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,186.424
8.6,0.040197932,190.153,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3036.048
12.6,0.049058014000000004,62.7194,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,866.8716
17.7,0.01161096,95.041,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,868.8689999999999
14.15,0.183507295,82.4276,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1137.1864
19.25,0.102349519,52.7956,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,928.1252
8.88,0.08670898699999999,151.7682,3,3,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,762.341
20.5,0.032835147,40.2822,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,707.0796
12.792854228644991,0.033809913,180.5976,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7968.2944
13.5,0.07266912,160.292,1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1438.128
12.792854228644991,0.144338493,224.4404,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6976.2524
8.89,0.009163216,101.7016,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101.2016
7.855,0.011307038,188.5188,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,952.0939999999999
7.235,0.076855628,116.0492,1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1969.4364
12.792854228644991,0.059956876,165.4526,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5262.4832
6.92,0.038532062,60.5852,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1314.2892
9.3,0.043209581,90.8172,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,535.3032
18.5,0.056816465,132.1284,2,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,263.6568
8.02,0.019866705,154.5972,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1402.1748
9.195,0.048331717,105.1622,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1693.7952
12.8,0.091221855,105.5938,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2143.876
16.6,0.027622076000000002,177.6344,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2676.5159999999996
14.0,0.057850699000000005,53.06399999999999,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,905.488
18.6,0.039355947,246.3802,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7370.406
16.0,0.060836524,226.8404,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6301.1312
17.6,0.082316506,160.692,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1597.92
21.25,0.155350299,178.237,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,529.311
7.235,0.076841095,117.5492,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1969.4364
14.6,0.151419185,50.3692,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1034.6532
13.85,0.026001976,161.52100000000002,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1794.3310000000001
13.65,0.073209447,197.6426,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2768.3964
12.792854228644991,0.041683481,31.29,2,3,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,898.83
7.365,0.042560252,226.172,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3169.208
18.35,0.014081156000000001,223.5746,2,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3589.9936
5.465,0.057850699000000005,132.5626,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,262.3252
18.6,0.152918384,99.8358,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1910.1802
13.85,0.030969273999999998,140.9154,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1701.7848
14.0,0.06037677599999999,154.5656,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2471.4496
14.0,0.04192285,54.763999999999996,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1331.6
12.792854228644991,0.077367431,97.0094,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1808.9786
5.905,0.045838211,222.5456,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3315.684
7.27,0.071077939,114.2518,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2618.5914
6.155,0.09465987099999999,214.55599999999998,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2769.728
19.5,0.077608838,233.4958,2,2,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5375.0034
15.2,0.021327477,216.8824,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2838.9712
12.15,0.042485444000000004,125.0046,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1743.0644
12.792854228644991,0.025578526,198.8084,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5555.4352
12.6,0.048980800000000005,61.9194,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,619.194
14.5,0.019471688,164.821,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2120.573
16.6,0.122918852,173.0738,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3823.0236
11.8,0.057373797000000004,151.4366,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1360.2294
13.1,0.044155597000000005,178.8318,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3969.4996
17.7,0.291865402,115.1834,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,345.5502
17.85,0.057850699000000005,196.5794,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,585.2382
12.3,0.064750025,92.6804,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1010.6844
11.8,0.098312421,81.4618,2,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,161.1236
12.792854228644991,0.191013663,42.1112,1,1,28,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,42.6112
11.1,0.176573035,157.4604,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3010.7476
12.792854228644991,0.060134441,153.0656,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,6024.1584
11.3,0.0072946519999999996,198.1426,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,988.7130000000001
12.792854228644991,0.128478462,117.944,1,1,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,239.688
5.75,0.075107656,112.8176,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1374.2112
12.792854228644991,0.049381405999999996,226.8062,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4739.8302
11.35,0.045165795999999994,100.0016,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1012.0160000000001
12.792854228644991,0.09415375,165.7526,1,1,28,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,657.8104
14.0,0.028907832,130.431,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,778.9860000000001
19.75,0.018059621,179.766,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2336.958
6.525,0.09043609400000001,85.0882,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2233.0932
10.3,0.146399712,103.9648,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1661.8368
5.78,0.07426435599999999,264.7568,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4745.8224
11.85,0.050186725999999994,164.1526,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3124.5994
16.35,0.020631654,50.1324,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,467.3916
12.792854228644991,0.01561108,182.5976,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5070.7328
10.5,0.041395445,37.6164,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,540.6296
19.0,0.097313129,48.0718,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,992.7078
14.6,0.059582996,238.8538,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6008.845
12.792854228644991,0.09866365199999999,62.9194,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2105.2596
12.792854228644991,0.101338651,232.63,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5359.69
18.75,0.052146455999999994,104.62799999999999,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,745.696
5.26,0.041764487,161.8868,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3275.736
18.25,0.054344185999999996,140.2154,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1701.7848
12.792854228644991,0.07836248400000001,177.937,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6704.606
15.1,0.052339069,242.7512,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4119.9704
15.5,0.042464962,81.5934,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,327.5736
13.65,0.06573288299999999,45.7402,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,780.9834
16.1,0.023625114,189.3846,2,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3630.6074
12.792854228644991,0.051643608,107.3622,1,1,28,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,317.5866
12.85,0.165694219,39.7164,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231.6984
9.5,0.041878397000000005,32.99,1,2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133.16
13.8,0.058091482,245.1802,1,2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5650.6446
5.78,0.057850699000000005,263.7568,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2636.5679999999998
19.7,0.026903714,96.0726,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1272.3438
14.65,0.057850699000000005,161.5552,2,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,324.9104
6.67,0.150554711,130.0626,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,131.1626
6.11,0.057850699000000005,131.2968,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,260.9936
13.65,0.13497562800000001,260.0936,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,260.9936
17.2,0.15616879,160.6578,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3690.5294
6.32,0.057850699000000005,40.2822,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1139.1838
4.88,0.133700752,52.9298,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1995.4026
5.425,0.115119905,88.3514,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1416.8224
15.85,0.11003099699999999,37.2506,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,265.6542
7.5,0.051038045,121.7072,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3552.7088
12.65,0.062837968,161.5578,3,3,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2406.867
12.792854228644991,0.017116983,211.956,1,1,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,213.05599999999998
20.75,0.024129332000000003,124.17299999999999,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2956.152
12.792854228644991,0.049754975,152.134,1,1,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153.134
9.0,0.057850699000000005,79.7644,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1649.8524
12.792854228644991,0.101561568,181.9292,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3101.2964
12.792854228644991,0.0059496440000000005,165.6526,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4769.1254
12.792854228644991,0.13956116,170.4764,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3435.528
14.1,0.126035694,86.4198,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1133.8574
7.55,0.027164679,152.334,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2603.278
